[SYS] 2026/06/09 - 14:01:25 | initializing token encoders 
[SYS] 2026/06/09 - 14:01:25 | token encoders initialized 
[SYS] 2026/06/09 - 14:01:25 | using SQLite as database 
[SYS] 2026/06/09 - 14:01:25 | database migration started 
[SYS] 2026/06/09 - 14:01:25 | system is already initialized at: 2026-03-24 08:57:55 +0800 CST 
[SYS] 2026/06/09 - 14:01:25 | REDIS_CONN_STRING not set, Redis is not enabled 
[SYS] 2026/06/09 - 14:01:25 | i18n initialized with languages: zh-CN, zh-TW, en 
[SYS] 2026/06/09 - 14:01:25 | New API v0.0.0 started 
[SYS] 2026/06/09 - 14:01:25 | 正在更新数据看板数据... 
[INFO] 2026/06/09 - 14:01:25 | SYSTEM | codex credential auto-refresh task started: tick=10m0s threshold=24h0m0s 
[SYS] 2026/06/09 - 14:01:25 | upstream model update task started: interval=30m0s 
[SYS] 2026/06/09 - 14:01:25 | 保存数据看板数据成功，共保存0条数据 

  [32mNew API v0.0.0[0m  ready in 193 ms

  ➜  [1mLocal:[0m   http://localhost:3000/
  ➜  [1mNetwork:[0m http://192.168.10.35:3000/

[SYS] 2026/06/09 - 14:01:26 | upstream model update check failed: channel_id=9 channel_name=axa err=Get "https://api.axa.us.ci/v1/models": EOF 
[SYS] 2026/06/09 - 14:01:26 | upstream model update check failed: channel_id=18 channel_name=grok2api err=Get "https://vibe.grok2api.us.ci/v1/models": EOF 
[GIN] 2026/06/09 - 14:01:29 | web | 202606090601291979060008268d9d61opZgJGu | 200 |      1.0762ms |       127.0.0.1 |     GET /console/channel
[SYS] 2026/06/09 - 14:12:18 | testing channel 8 with model gpt-5 , info RelayInfo{ RelayFormat: openai, RelayMode: 1, IsStream: false, IsPlayground: false, RequestURLPath: "/v1/chat/completions", OriginModelName: "gpt-5", EstimatePromptTokens: 0, ShouldIncludeUsage: false, DisablePing: false, SendResponseCount: 0, FinalPreConsumedQuota: 0, User{ Id: 1, Email: "***masked***", Group: "default", UsingGroup: "default", Quota: 499999224577603 }, Token{ Id: 0, Unlimited: false, Key: ***masked*** }, Timing{ Start: 2026-06-09T14:12:18.0717502+08:00, FirstResponse: 2026-06-09T14:12:17.0717502+08:00, LatencyMs: -1000 }, ChannelMeta{ Type: 1, Id: 8, IsMultiKey: false, MultiKeyIndex: 0, BaseURL: "https://sub.jlypx.de", ApiType: 0, ApiVersion: "", CreateTime: 1774316284, UpstreamModelName: "gpt-5", IsModelMapped: false, SupportStreamOptions: true, ApiKey: ***masked*** }, }  
[SYS] 2026/06/09 - 14:12:25 | syncing options from database 
[SYS] 2026/06/09 - 14:12:27 | channel test bad response: channel_id=8 name=jlypx type=1 model=gpt-5 endpoint_type= status=403 err=bad response status code 403, message: API Key 所属分组已删除, body: {"code":"GROUP_DELETED","message":"API Key 所属分组已删除"} 
[SYS] 2026/06/09 - 14:12:27 | testing channel 9 with model DeepSeek-V3 , info RelayInfo{ RelayFormat: openai, RelayMode: 1, IsStream: false, IsPlayground: false, RequestURLPath: "/v1/chat/completions", OriginModelName: "DeepSeek-V3", EstimatePromptTokens: 0, ShouldIncludeUsage: false, DisablePing: false, SendResponseCount: 0, FinalPreConsumedQuota: 0, User{ Id: 1, Email: "***masked***", Group: "default", UsingGroup: "default", Quota: 499999224577603 }, Token{ Id: 0, Unlimited: false, Key: ***masked*** }, Timing{ Start: 2026-06-09T14:12:27.3438656+08:00, FirstResponse: 2026-06-09T14:12:26.3438656+08:00, LatencyMs: -1000 }, ChannelMeta{ Type: 1, Id: 9, IsMultiKey: false, MultiKeyIndex: 0, BaseURL: "https://api.axa.us.ci", ApiType: 0, ApiVersion: "", CreateTime: 1774316287, UpstreamModelName: "DeepSeek-V3", IsModelMapped: false, SupportStreamOptions: true, ApiKey: ***masked*** }, }  
[ERR] 2026/06/09 - 14:12:27 | SYSTEM | do request failed: Post "https://api.axa.us.ci/v1/chat/completions": EOF 
[SYS] 2026/06/09 - 14:12:27 | testing channel 10 with model gpt-5.4 , info RelayInfo{ RelayFormat: openai, RelayMode: 1, IsStream: false, IsPlayground: false, RequestURLPath: "/v1/chat/completions", OriginModelName: "gpt-5.4", EstimatePromptTokens: 0, ShouldIncludeUsage: false, DisablePing: false, SendResponseCount: 0, FinalPreConsumedQuota: 0, User{ Id: 1, Email: "***masked***", Group: "default", UsingGroup: "default", Quota: 499999224577603 }, Token{ Id: 0, Unlimited: false, Key: ***masked*** }, Timing{ Start: 2026-06-09T14:12:27.352411+08:00, FirstResponse: 2026-06-09T14:12:26.352411+08:00, LatencyMs: -1000 }, ChannelMeta{ Type: 1, Id: 10, IsMultiKey: false, MultiKeyIndex: 0, BaseURL: "https://ai.yangyongdeyu.tk", ApiType: 0, ApiVersion: "", CreateTime: 1774319012, UpstreamModelName: "gpt-5.4", IsModelMapped: false, SupportStreamOptions: true, ApiKey: ***masked*** }, }  
[GIN] 2026/06/09 - 14:12:56 | api | 202606090612561096132008268d9d6UbjZGY2P | 200 |      1.6564ms |       127.0.0.1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989176&channel=&request_id=
[GIN] 2026/06/09 - 14:12:56 | api | 202606090612561997166008268d9d6iLH2PGkb | 200 |      1.0449ms |       127.0.0.1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989176&channel=
[GIN] 2026/06/09 - 14:13:06 | api | 202606090613068779899008268d9d6nB8P1CwZ | 200 |      1.0458ms |       127.0.0.1 |     GET /api/channel/models
[GIN] 2026/06/09 - 14:13:06 | api | 202606090613068790357008268d9d6W8mLrrY1 | 200 |       523.6µs |       127.0.0.1 |     GET /api/models
[GIN] 2026/06/09 - 14:13:06 | api | 202606090613068779899008268d9d6SbrcVphS | 200 |      2.0939ms |       127.0.0.1 |     GET /api/channel/?p=1&page_size=10&id_sort=true
[GIN] 2026/06/09 - 14:13:06 | api | 202606090613068790357008268d9d6nQWGrv13 | 200 |     13.7777ms |       127.0.0.1 |     GET /api/option/
[SYS] 2026/06/09 - 14:13:25 | syncing options from database 
[GIN] 2026/06/09 - 14:13:46 | api | 202606090613465150972008268d9d6uHQZDzB9 | 200 |      3.6607ms |       127.0.0.1 |     GET /api/status
[GIN] 2026/06/09 - 14:13:46 | api | 202606090613465150972008268d9d6mqlBZyUC | 200 |      3.6607ms |       127.0.0.1 |     GET /api/user/self
[GIN] 2026/06/09 - 14:13:46 | api | 202606090613465150972008268d9d6omqhDsQU | 200 |      4.2162ms |       127.0.0.1 |     GET /api/user/2fa/status
[GIN] 2026/06/09 - 14:13:47 | api | 202606090613479307058008268d9d6FeStCyWd | 200 |      1.0009ms |       127.0.0.1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989227&channel=&request_id=
[GIN] 2026/06/09 - 14:13:48 | api | 20260609061348119919008268d9d6PZ7HgrYH | 200 |         523µs |       127.0.0.1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989227&channel=
[GIN] 2026/06/09 - 14:14:16 | api | 202606090614166986296008268d9d6auNdTw71 | 200 |      4.6111ms |       127.0.0.1 |     GET /api/channel/models
[GIN] 2026/06/09 - 14:14:16 | api | 202606090614167045149008268d9d63zyVA8aL | 200 |      2.2659ms |       127.0.0.1 |     GET /api/channel/?p=1&page_size=10&id_sort=true
[GIN] 2026/06/09 - 14:14:16 | api | 202606090614167101355008268d9d6sRqIpVhX | 200 |      1.0001ms |       127.0.0.1 |     GET /api/models
[GIN] 2026/06/09 - 14:14:16 | api | 202606090614167076195008268d9d6Y3AQ5foZ | 200 |     31.7759ms |       127.0.0.1 |     GET /api/option/
[GIN] 2026/06/09 - 14:14:18 | api | 202606090614189440032008268d9d6tyxpI1bL | 200 |      1.5757ms |       127.0.0.1 |     GET /api/log/?p=1&page_size=10&type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989258&channel=&request_id=
[GIN] 2026/06/09 - 14:14:19 | api | 20260609061419216826008268d9d6wcn73vfB | 200 |       521.3µs |       127.0.0.1 |     GET /api/log/stat?type=0&username=&token_name=&model_name=&start_timestamp=1780934400&end_timestamp=1780989258&channel=
[SYS] 2026/06/09 - 14:14:25 | syncing options from database 
[SYS] 2026/06/09 - 14:15:25 | syncing options from database 
